loc,avg_line_len,cyclomatic,functions,danger_eval,danger_exec,danger_subprocess_shell,danger_broad_except,danger_mutable_default,danger_innerHTML,danger_document_write,danger_var_usage,label
206,77.17698078577416,16,4,0,0,0,0,0,0,0,0,1
343,82.50909537093008,0,0,1,0,0,0,0,0,0,0,1
92,83.81906590745706,3,15,0,0,0,0,0,0,0,0,0
51,84.18663825402112,0,0,1,0,0,0,0,0,0,1,1
100,64.57752707944582,0,0,0,0,0,0,0,0,0,1,0
142,76.42465879145217,5,24,0,0,1,0,1,0,0,0,1
392,78.97264423036034,0,0,0,0,0,0,0,0,1,1,1
298,108.16538694176228,0,0,1,0,0,0,0,0,0,1,1
262,77.12199352715541,17,25,0,0,0,0,0,0,0,0,1
103,32.61859986385397,14,2,1,0,1,0,1,0,0,0,1
168,111.08044857315943,0,0,0,0,0,0,0,0,0,1,0
146,71.96881775420692,0,0,0,0,0,0,0,1,1,1,1
217,34.964231959134146,19,18,0,0,1,0,0,0,0,0,1
215,46.413663017037116,0,0,1,0,0,0,0,1,1,1,1
93,47.54141420347538,5,19,1,0,0,0,1,0,0,0,1
30,94.57498198391362,9,11,0,0,0,0,0,0,0,0,0
361,88.48520271347269,0,0,0,0,0,0,0,0,0,1,0
142,92.8799413269555,0,0,0,0,0,0,0,0,0,0,0
384,68.4460329707662,0,0,0,0,0,0,0,0,1,0,1
164,90.95693983643895,13,4,0,0,0,0,0,0,0,0,1
21,65.64486671280807,12,22,0,0,0,0,1,0,0,0,1
330,112.30735683729712,0,0,0,0,0,0,0,0,0,1,0
95,116.05203782802877,0,0,1,0,0,0,0,1,1,1,1
88,103.76537702567273,0,0,0,0,0,0,0,1,1,0,1
19,58.65656707409847,0,0,0,0,0,0,0,1,0,0,1
351,40.673098615619224,14,16,0,0,0,0,1,0,0,0,1
312,100.08648083244542,8,8,0,0,0,0,0,0,0,0,0
134,41.82090540729315,0,0,0,0,0,0,0,1,1,1,1
8,71.15137174683018,12,17,0,0,1,0,0,0,0,0,1
177,118.83609658217671,11,8,0,0,0,0,1,0,0,0,1
34,100.54298226335298,20,12,0,0,1,0,1,0,0,0,1
156,45.942627271198894,0,0,1,0,0,0,0,0,0,0,1
180,92.65498765809035,8,21,1,0,1,0,0,0,0,0,1
155,29.760306381270933,5,23,0,0,1,0,1,0,0,0,1
118,55.52833961198324,10,13,0,0,0,1,0,0,0,0,1
65,67.05365676706802,0,0,0,0,0,0,0,0,0,0,0
276,49.835575381746324,0,0,0,0,0,0,0,0,0,0,0
214,118.71915993795065,0,0,1,0,0,0,0,0,0,0,1
254,53.26294469165263,6,10,0,0,0,0,0,0,0,0,0
300,96.44837361457579,16,25,0,0,1,0,1,0,0,0,1
211,62.90254486004101,0,0,1,0,0,0,0,0,0,0,1
379,57.3101405427371,1,10,0,0,1,0,1,0,0,0,1
120,89.35247471703971,12,9,0,0,0,1,1,0,0,0,1
90,26.52870224702643,0,0,0,0,0,0,0,0,0,1,0
227,108.79740438370418,0,0,0,0,0,0,0,0,0,1,0
89,114.80843537069427,13,0,0,0,1,0,0,0,0,0,1
306,70.46335545851643,4,11,0,1,1,0,1,0,0,0,1
309,119.46802336570649,4,20,0,0,1,0,0,0,0,0,1
199,32.359506299557076,0,0,0,0,0,0,0,0,1,0,1
360,88.574002854758,1,9,1,0,1,1,0,0,0,0,1
219,103.06527204708898,4,16,0,0,0,0,0,0,0,0,0
316,39.974938614635846,9,16,0,0,1,0,0,0,0,0,1
25,74.81387637284003,7,22,1,0,0,0,0,0,0,0,1
61,103.52321652632412,16,4,0,0,1,1,0,0,0,0,1
334,43.116028649174595,0,0,0,0,0,0,0,0,0,0,0
94,107.41404491621591,10,11,0,1,1,0,0,0,0,0,1
9,105.19987250744882,6,10,0,1,1,0,1,0,0,0,1
195,101.49642895364964,6,3,1,1,0,0,0,0,0,0,1
220,84.88464838722638,0,0,0,0,0,0,0,0,0,0,0
58,61.602771663089655,19,15,1,0,1,0,0,0,0,0,1
355,107.99502465019857,5,15,1,0,0,0,0,0,0,0,1
138,85.49735688733901,1,22,0,0,1,1,1,0,0,0,1
226,86.1713262845963,8,15,0,1,0,1,1,0,0,0,1
10,84.33987165568129,6,16,1,1,0,0,0,0,0,0,1
128,53.089484252143684,0,0,0,0,0,0,0,0,1,0,1
211,101.71033057197928,0,0,0,0,0,0,0,0,0,1,0
260,64.7068119913798,4,15,0,0,0,0,0,0,0,0,0
51,99.1783285172308,20,20,0,0,1,1,0,0,0,0,1
191,102.53109906187296,0,0,0,0,0,0,0,0,0,1,0
371,65.25324561746669,0,0,0,0,0,0,0,1,0,0,1
186,102.98838856344013,0,0,0,0,0,0,0,1,1,1,1
28,109.68771186780585,16,4,1,0,0,1,0,0,0,0,1
66,113.02162591531453,13,6,1,0,1,0,0,0,0,0,1
28,112.66265305373108,0,0,0,0,0,0,0,0,0,0,0
7,73.03643475190842,0,0,0,0,0,0,0,1,0,1,1
359,77.85543857041766,5,3,1,0,1,0,0,0,0,0,1
145,59.78699964552636,11,9,1,0,0,0,1,0,0,0,1
364,74.78059713595178,0,0,0,0,0,0,0,1,1,0,1
112,82.41675892053883,10,21,0,0,1,1,0,0,0,0,1
368,31.54052522836254,0,0,0,0,0,0,0,1,0,1,1
221,100.8304779326696,0,0,0,0,0,0,0,0,0,0,0
348,25.660477429555666,9,24,0,0,1,0,0,0,0,0,1
358,98.43574009473664,7,24,0,0,0,0,1,0,0,0,1
385,84.71194443201314,13,7,0,0,0,0,0,0,0,0,1
287,25.380219230774962,0,0,0,0,0,0,0,0,1,1,1
329,90.46290688927877,12,24,0,0,0,0,0,0,0,0,1
100,116.24752489760155,17,3,1,0,0,0,1,0,0,0,1
71,36.09288497566137,0,0,0,0,0,0,0,0,0,1,0
25,35.370338356962975,11,19,0,0,0,1,1,0,0,0,1
42,98.40314485705015,0,0,0,0,0,0,0,1,0,0,1
263,35.93704925174359,18,17,1,0,0,0,0,0,0,0,1
174,56.07978246627327,0,0,0,0,0,0,0,1,1,1,1
63,86.89384679943866,15,7,0,0,1,0,0,0,0,0,1
202,45.659055665312195,10,0,0,1,0,0,0,0,0,0,1
169,71.38947001274335,4,5,0,0,0,1,1,0,0,0,1
355,62.420945194114054,4,6,1,0,1,1,0,0,0,0,1
240,91.6868283835913,2,2,0,0,0,0,1,0,0,0,1
299,102.16193186316313,9,13,1,1,1,0,0,0,0,0,1
13,58.95018672443832,0,0,0,0,0,0,0,1,0,0,1
363,104.82512390061426,12,16,0,0,1,0,1,0,0,0,1
149,96.52742410204625,15,12,1,0,0,0,1,0,0,0,1
74,94.67539116069119,18,9,0,0,1,1,1,0,0,0,1
10,75.3524187764279,0,0,0,0,0,0,0,0,0,0,0
280,74.75254501922383,0,0,0,0,0,0,0,0,0,1,0
216,110.56280303443334,17,4,0,0,0,1,0,0,0,0,1
63,38.13579847736501,19,1,1,0,0,1,0,0,0,0,1
55,39.7417592447916,0,0,1,0,0,0,0,0,0,0,1
56,48.513714387652115,3,6,0,1,0,0,1,0,0,0,1
360,78.41699328451972,0,0,0,0,0,0,0,0,0,0,0
165,44.61751385454841,8,22,1,0,0,0,1,0,0,0,1
250,66.28483760756103,0,0,0,0,0,0,0,0,0,0,0
335,80.66276660708613,9,4,0,0,1,1,0,0,0,0,1
14,104.95872729061418,1,18,1,0,0,1,0,0,0,0,1
339,97.51972388374281,0,0,0,0,0,0,0,0,0,1,0
242,70.11231713772713,3,12,0,0,1,0,1,0,0,0,1
392,71.41366805163821,15,5,0,0,1,1,0,0,0,0,1
25,41.88191172590284,0,0,1,0,0,0,0,0,0,1,1
124,24.280844083864686,0,0,0,0,0,0,0,1,0,1,1
237,108.1551981318276,0,0,0,0,0,0,0,1,0,0,1
384,46.33160693841534,0,0,0,0,0,0,0,0,1,1,1
305,85.33365465568498,0,0,0,0,0,0,0,1,0,1,1
269,60.5842202550903,12,15,1,0,1,0,0,0,0,0,1
122,27.708822574124685,9,6,0,0,0,0,1,0,0,0,1
343,43.03463325993246,11,23,0,1,1,0,0,0,0,0,1
307,36.12462598626257,14,0,0,0,0,1,1,0,0,0,1
73,82.9540424888155,2,18,0,0,0,0,0,0,0,0,0
311,116.9243687120115,0,0,0,0,0,0,0,1,1,1,1
115,64.92033616194567,16,15,0,0,0,1,0,0,0,0,1
324,85.9648750057853,9,5,0,1,1,1,0,0,0,0,1
198,58.54618827418476,4,0,0,1,0,1,0,0,0,0,1
248,110.16082183625413,20,1,0,0,0,1,0,0,0,0,1
352,84.92317351065338,17,13,0,0,1,1,0,0,0,0,1
251,98.95555851509546,13,11,0,1,0,0,0,0,0,0,1
47,48.32666680089558,18,13,0,0,0,1,1,0,0,0,1
300,72.25406297879562,17,0,1,0,1,0,0,0,0,0,1
59,35.47785805618136,0,0,0,0,0,0,0,0,1,1,1
318,47.556054287998876,0,0,1,0,0,0,0,0,0,1,1
194,75.90938296534966,16,8,0,0,1,0,1,0,0,0,1
342,31.908576449613417,8,14,0,0,0,1,0,0,0,0,1
286,81.40253670294389,0,0,0,0,0,0,0,0,0,0,0
79,67.16686600883438,20,13,0,0,0,0,0,0,0,0,1
316,23.775533828507893,13,12,0,0,0,1,0,0,0,0,1
10,40.17072428060146,0,0,0,0,0,0,0,0,0,0,0
350,23.60611331443488,8,20,0,0,0,0,0,0,0,0,0
347,59.51431170512062,0,0,0,0,0,0,0,1,0,0,1
286,48.44937870363794,18,18,0,0,0,0,1,0,0,0,1
237,112.97138408121202,19,0,0,0,0,1,0,0,0,0,1
262,49.425182446812,4,25,0,0,1,0,0,0,0,0,1
399,44.32732564022636,0,0,0,0,0,0,0,0,1,1,1
251,31.62683014409226,3,12,0,0,0,0,0,0,0,0,0
363,103.21770449232287,8,9,0,1,1,1,0,0,0,0,1
288,113.13962398356627,16,10,0,0,1,0,0,0,0,0,1
260,93.71122479413937,8,23,0,0,0,0,0,0,0,0,0
321,55.602737334367305,4,3,0,1,1,0,1,0,0,0,1
251,57.11965353836676,11,15,0,1,0,1,0,0,0,0,1
118,95.01693857957808,0,0,0,0,0,0,0,0,1,1,1
281,23.256264703329805,0,0,0,0,0,0,0,0,1,0,1
66,89.82445680961395,0,0,1,0,0,0,0,0,1,0,1
350,41.075238570144776,19,3,0,0,1,0,0,0,0,0,1
126,46.94082295249801,0,0,0,0,0,0,0,0,0,1,0
112,61.90929435246633,0,0,0,0,0,0,0,0,0,1,0
97,77.14097181792495,0,0,0,0,0,0,0,0,1,1,1
289,63.22187517308349,13,6,0,0,0,0,0,0,0,0,1
260,33.44716846612227,0,0,0,0,0,0,0,0,0,1,0
208,29.89747992943464,6,1,0,0,0,1,0,0,0,0,1
386,53.46565385145628,0,0,0,0,0,0,0,0,1,1,1
15,61.176090479819095,0,0,0,0,0,0,0,1,1,0,1
150,55.51090383908918,17,15,1,0,0,1,0,0,0,0,1
328,115.65944309893871,0,0,0,0,0,0,0,1,0,1,1
41,27.91119274646005,0,0,0,0,0,0,0,0,0,1,0
368,46.74723908706379,0,0,1,0,0,0,0,0,0,1,1
216,36.73181070676907,0,0,0,0,0,0,0,0,1,0,1
385,90.06969284246843,0,0,0,0,0,0,0,0,0,1,0
53,26.379239959116024,16,17,0,0,0,1,0,0,0,0,1
139,81.81021716838654,3,20,1,0,0,0,1,0,0,0,1
231,82.64806846261897,0,0,0,0,0,0,0,1,0,0,1
344,55.684124276316766,11,15,1,0,1,0,0,0,0,0,1
307,79.75841988365607,19,13,0,0,0,1,0,0,0,0,1
231,50.78681853844473,14,8,0,0,0,0,1,0,0,0,1
181,48.67622484952058,18,0,1,1,0,0,0,0,0,0,1
310,43.12153935191586,0,0,0,0,0,0,0,1,0,0,1
292,63.710636641645486,0,0,0,0,0,0,0,0,1,1,1
117,46.2980275446249,0,0,1,0,0,0,0,1,0,1,1
337,94.29268921311517,0,0,0,0,0,0,0,0,0,0,0
74,48.95952992912855,15,19,1,0,1,1,0,0,0,0,1
169,21.939539724699635,2,17,0,0,0,0,0,0,0,0,0
371,63.841663544704815,1,7,0,0,0,0,0,0,0,0,0
220,51.15766852030555,0,0,1,0,0,0,0,0,0,0,1
46,104.35462992680786,0,0,0,0,0,0,0,0,0,1,0
283,67.01467765987198,7,8,1,0,0,1,0,0,0,0,1
399,117.49722141248057,0,0,0,0,0,0,0,1,0,0,1
381,97.09959677901887,0,0,0,0,0,0,0,0,0,1,0
86,82.91642541306993,0,0,0,0,0,0,0,1,1,0,1
251,83.85200120420238,0,0,0,0,0,0,0,0,0,0,0
125,83.29089659017447,11,0,0,0,1,0,0,0,0,0,1
9,116.88349294810993,19,25,1,0,0,0,0,0,0,0,1
260,29.1401552304213,20,10,0,0,0,1,0,0,0,0,1
69,68.78428819229799,11,17,0,1,1,0,0,0,0,0,1
188,92.43991578722907,0,0,0,0,0,0,0,0,0,1,0
282,89.70377749956548,0,0,0,0,0,0,0,1,0,1,1
379,66.83947211155626,0,0,0,0,0,0,0,0,1,0,1
156,101.94185514997636,0,0,0,0,0,0,0,0,0,1,0
14,81.97346065702236,12,24,0,0,1,0,1,0,0,0,1
102,72.40697688104524,0,0,1,0,0,0,0,1,0,1,1
214,84.09039297850731,0,0,0,0,0,0,0,0,1,0,1
71,37.86388000361083,2,6,0,1,0,0,0,0,0,0,1
341,68.99096379117769,0,0,0,0,0,0,0,0,0,0,0
11,113.0211036809051,7,20,1,0,0,1,0,0,0,0,1
290,94.3477440910368,0,0,1,0,0,0,0,0,1,0,1
275,24.065315227434283,0,0,0,0,0,0,0,0,0,0,0
56,92.51719328091889,18,12,0,0,1,1,0,0,0,0,1
290,94.91943579773725,14,23,0,0,1,0,1,0,0,0,1
58,36.68093189035474,0,0,0,0,0,0,0,1,0,1,1
278,119.84335720532815,15,11,0,0,0,0,1,0,0,0,1
376,52.34509200484557,0,0,0,0,0,0,0,1,1,0,1
397,75.02387056212642,0,0,0,0,0,0,0,0,0,1,0
5,92.63132783372916,0,0,0,0,0,0,0,1,0,0,1
8,50.03339617281736,0,0,0,0,0,0,0,0,0,0,0
288,71.12714883411161,0,0,0,0,0,0,0,0,0,1,0
84,33.840819347641,0,0,0,0,0,0,0,1,0,0,1
158,29.190512128537264,0,0,1,0,0,0,0,1,0,0,1
252,37.290249085632254,0,0,0,0,0,0,0,1,1,1,1
379,100.83411721608317,13,2,0,0,0,0,0,0,0,0,1
399,42.67176713621516,20,0,1,0,0,1,0,0,0,0,1
281,76.49128939925136,0,0,0,0,0,0,0,1,1,0,1
30,87.36352423696113,13,14,0,0,0,0,0,0,0,0,1
72,53.61681780408703,16,18,0,1,0,0,0,0,0,0,1
362,33.03751748951741,0,0,0,0,0,0,0,0,1,0,1
207,85.22484389791688,0,0,0,0,0,0,0,1,1,0,1
41,46.62570906935028,14,10,0,0,1,0,0,0,0,0,1
183,39.048974156929816,0,0,0,0,0,0,0,1,1,0,1
91,118.76519169637292,0,0,1,0,0,0,0,1,0,1,1
124,39.96852136057558,12,4,0,0,1,0,0,0,0,0,1
152,21.373329269343138,4,9,1,1,0,0,0,0,0,0,1
109,74.64242139701983,9,17,1,0,1,1,1,0,0,0,1
197,78.30049433264156,17,1,0,0,0,0,0,0,0,0,1
32,66.49608184006651,0,0,0,0,0,0,0,0,0,1,0
60,21.90783239341942,0,0,1,0,0,0,0,0,0,0,1
253,106.67727455281198,0,0,0,0,0,0,0,0,0,1,0
25,44.73921397497513,17,9,0,1,0,1,0,0,0,0,1
182,88.43113552921494,12,20,0,0,1,0,0,0,0,0,1
203,109.04020860787615,0,0,0,0,0,0,0,1,0,0,1
179,109.71753149691715,5,2,1,0,0,0,1,0,0,0,1
223,117.0537173095217,20,10,1,0,0,1,0,0,0,0,1
75,50.89983961621827,17,4,1,0,1,1,0,0,0,0,1
39,75.73402980935688,0,0,0,0,0,0,0,0,0,0,0
396,51.86874455223373,14,13,0,1,1,1,1,0,0,0,1
82,97.91078849727928,0,0,0,0,0,0,0,0,0,0,0
315,76.70430929389747,0,0,0,0,0,0,0,1,0,0,1
188,27.947543031082503,16,4,1,0,0,0,0,0,0,0,1
75,36.37863754723953,0,0,0,0,0,0,0,0,0,0,0
216,42.255421237920714,0,0,0,0,0,0,0,0,0,0,0
320,68.99428985108636,0,0,0,0,0,0,0,0,0,1,0
26,80.79299579212946,0,0,1,0,0,0,0,1,0,1,1
271,30.931629278964984,15,1,0,1,1,0,1,0,0,0,1
269,96.51598724026124,0,0,0,0,0,0,0,0,0,1,0
160,97.36770125301257,0,0,0,0,0,0,0,0,0,1,0
318,111.90328199755152,0,0,0,0,0,0,0,0,1,1,1
374,70.06577902523546,6,24,0,1,0,0,0,0,0,0,1
96,65.36807357543368,7,14,0,0,0,1,1,0,0,0,1
372,93.32623312141315,3,3,1,0,0,1,1,0,0,0,1
377,99.10665942370252,0,0,0,0,0,0,0,0,1,1,1
398,37.088498109767414,11,18,0,0,0,0,1,0,0,0,1
219,50.80622055345647,15,9,0,0,0,0,0,0,0,0,1
11,65.86426578285366,0,0,1,0,0,0,0,1,0,1,1
116,78.88623271843092,16,14,1,1,0,1,1,0,0,0,1
130,108.21678649436056,9,19,0,0,0,0,0,0,0,0,0
23,34.537441621593594,0,0,0,0,0,0,0,1,1,1,1
49,24.903136274879905,0,0,1,0,0,0,0,0,0,1,1
238,94.93348090273611,12,1,0,0,0,0,0,0,0,0,1
393,62.73238393910946,18,2,0,1,0,0,1,0,0,0,1
173,72.70527334046207,0,0,0,0,0,0,0,1,0,0,1
297,92.97285197626795,17,2,1,0,0,1,0,0,0,0,1
274,77.51426890121722,0,0,0,0,0,0,0,0,1,1,1
257,100.79803599410297,0,0,0,0,0,0,0,1,0,0,1
65,22.3986797518176,4,23,0,1,0,0,0,0,0,0,1
291,100.60435178689922,0,0,0,0,0,0,0,0,1,0,1
135,99.01955028462116,0,0,0,0,0,0,0,0,1,1,1
63,88.5835788646958,11,12,0,0,0,0,0,0,0,0,1
247,99.72543838289249,0,0,0,0,0,0,0,0,0,1,0
241,98.39890332085388,0,0,1,0,0,0,0,1,0,1,1
289,73.5885475715387,0,0,0,0,0,0,0,1,1,1,1
38,116.96132924355932,0,0,0,0,0,0,0,0,0,1,0
297,80.56890889224877,6,19,0,0,1,0,1,0,0,0,1
144,61.386956786213645,16,7,0,1,0,0,1,0,0,0,1
94,31.2231272266922,0,0,0,0,0,0,0,0,0,1,0
252,110.49558006231062,5,6,0,1,1,1,0,0,0,0,1
78,96.94813972100539,0,0,0,0,0,0,0,1,1,0,1
375,23.655253692990847,13,22,0,0,0,0,1,0,0,0,1
175,66.6875902482762,2,3,0,0,1,0,1,0,0,0,1
169,40.05555122535351,10,8,0,1,1,0,0,0,0,0,1
85,47.363688584015065,1,19,0,0,1,0,1,0,0,0,1
143,34.15568287914828,0,0,0,0,0,0,0,1,0,0,1
164,81.32628835159771,11,17,1,0,0,0,0,0,0,0,1
59,58.359963933974406,3,13,1,0,1,1,1,0,0,0,1
320,55.562431300014744,0,0,0,0,0,0,0,0,1,0,1
295,33.179528037396196,0,0,1,0,0,0,0,0,0,1,1
245,43.169421365446055,0,0,0,0,0,0,0,0,1,1,1
205,38.33530716569321,0,0,0,0,0,0,0,0,0,1,0
38,67.53343620366384,12,15,1,0,0,0,1,0,0,0,1
265,30.293221030895396,4,10,0,0,1,0,0,0,0,0,1
127,82.08748388565411,0,0,0,0,0,0,0,0,0,0,0
111,101.39157048915315,0,0,1,0,0,0,0,0,1,1,1
93,86.26122569263369,3,23,1,0,1,1,0,0,0,0,1
289,29.765390919166094,0,0,1,0,0,0,0,0,0,1,1
311,30.874463383487367,20,24,1,0,0,1,1,0,0,0,1
51,41.761177343900194,5,18,0,0,1,0,0,0,0,0,1
204,81.55721662784472,0,0,1,0,0,0,0,0,0,1,1
296,99.43466597289164,0,0,0,0,0,0,0,0,1,1,1
303,20.8119252409717,17,12,0,0,0,0,1,0,0,0,1
5,90.33541244270671,12,3,0,0,0,0,1,0,0,0,1
325,51.81273096186939,0,0,1,0,0,0,0,0,0,1,1
344,37.34101062630967,5,6,1,0,0,0,0,0,0,0,1
73,21.16027524452358,1,4,1,1,0,0,0,0,0,0,1
238,109.358246914244,0,0,1,0,0,0,0,1,0,1,1
287,102.00714249167275,0,0,1,0,0,0,0,0,0,0,1
314,20.74299914981313,0,0,1,0,0,0,0,1,0,1,1
284,77.6352353147939,0,0,0,0,0,0,0,0,1,1,1
62,78.02687814945944,0,0,0,0,0,0,0,0,1,1,1
269,27.823460193989263,0,0,0,0,0,0,0,0,0,0,0
318,25.277427214075082,0,0,0,0,0,0,0,1,0,1,1
267,110.6055081406477,0,0,0,0,0,0,0,0,0,1,0
90,23.532624017485343,0,0,0,0,0,0,0,1,1,1,1
327,67.31605319540283,6,18,0,0,1,1,0,0,0,0,1
253,28.25101668150822,0,0,0,0,0,0,0,0,0,0,0
145,105.78583840799013,0,0,0,0,0,0,0,1,0,0,1
342,64.66531676781685,6,8,0,1,0,1,0,0,0,0,1
48,116.73456336935628,0,0,0,0,0,0,0,0,0,1,0
343,64.01850083917311,6,6,0,0,1,0,0,0,0,0,1
90,66.40149280335366,16,9,1,0,0,1,1,0,0,0,1
247,46.26251514639692,0,0,1,0,0,0,0,0,0,1,1
352,51.56886246931755,0,0,0,0,0,0,0,0,1,1,1
317,111.80420164172793,0,0,0,0,0,0,0,0,0,1,0
135,85.43432815684142,13,14,0,0,1,0,1,0,0,0,1
165,74.76125554038433,1,2,0,1,0,1,0,0,0,0,1
184,41.94163257274825,0,0,0,0,0,0,0,0,0,0,0
322,29.19412825769328,20,21,0,0,1,0,0,0,0,0,1
197,85.63946289111506,19,25,0,0,1,0,0,0,0,0,1
244,86.04778463854049,0,0,0,0,0,0,0,1,0,1,1
359,110.3391492870295,0,0,0,0,0,0,0,0,0,0,0
36,58.27990024431826,0,0,0,0,0,0,0,0,0,1,0
230,26.93984813371433,7,19,1,0,1,0,0,0,0,0,1
281,96.8707323307198,7,19,0,1,1,0,0,0,0,0,1
42,27.041232713568625,9,24,1,0,0,0,1,0,0,0,1
24,86.46058364993618,9,4,0,1,1,0,1,0,0,0,1
249,63.60576674633677,0,0,0,0,0,0,0,1,0,0,1
357,101.79766593860826,0,0,1,0,0,0,0,0,1,1,1
354,50.282807648639974,0,0,0,0,0,0,0,1,1,0,1
278,105.33420783350283,0,0,0,0,0,0,0,0,0,1,0
95,75.44754716704128,13,21,0,0,1,0,0,0,0,0,1
254,28.4862484672771,0,0,1,0,0,0,0,1,0,0,1
103,22.53646054844485,19,7,1,1,0,1,1,0,0,0,1
260,73.39400467645663,0,0,1,0,0,0,0,0,0,1,1
177,98.77785319165288,2,12,0,0,1,1,1,0,0,0,1
352,107.02000295687868,0,0,0,0,0,0,0,1,1,0,1
23,93.54597236334567,16,20,0,1,1,0,0,0,0,0,1
12,37.22490089584995,2,9,0,1,1,0,1,0,0,0,1
59,31.417968196528772,20,25,0,0,0,0,0,0,0,0,1
171,32.080243956933366,0,0,0,0,0,0,0,0,0,0,0
176,26.322188765365986,9,4,1,0,1,0,1,0,0,0,1
229,44.36446094935799,19,1,0,0,1,1,0,0,0,0,1
13,107.96269408387502,3,0,0,0,0,1,1,0,0,0,1
218,89.35035273984953,0,0,1,0,0,0,0,1,0,0,1
332,47.09497475854074,15,13,0,0,1,1,0,0,0,0,1
372,69.98876349035635,3,20,0,0,0,0,1,0,0,0,1
103,31.750782271179194,17,3,0,0,0,1,1,0,0,0,1
146,25.306901927082976,4,25,0,1,0,0,0,0,0,0,1
32,84.48608365967353,10,6,1,0,0,1,0,0,0,0,1
